10,300,1000,5,0.02,14,136.0
10,300,1000,15,0.02,41,134.0
10,300,1000,30,0.02,41,132.0
30,300,1000,5,0.02,6,420.0
30,300,1000,15,0.02,18,422.0
30,300,1000,30,0.02,116,342.0
50,300,1000,5,0.02,6,740.0
50,300,1000,15,0.02,16,758.0
50,300,1000,30,0.02,225,530.0
